source,target,weight
8,149,0.12988927244730036
8,150,0.4009051451338256
8,152,0.10788769662498138
8,153,0.1282587903901459
8,154,0.2712304985138992
8,155,0.12351277763644745
8,156,0.31808203776326377
8,157,0.5122768082897885
8,159,0.29307661071285557
8,160,0.21218933006470758
8,161,0.4538255955027231
8,162,0.11000226584108137
8,163,0.10425999180315611
8,164,0.15514342678651757
8,165,0.3103066440633342
8,166,0.28484358392889464
8,168,0.21297559475223454
8,169,0.14965960068075754
8,170,0.18799790011739909
8,171,0.28188453375591643
8,172,0.21405144900738696
8,173,0.3457137943834374
8,174,0.3194645914346091
8,175,0.30922699362582784
8,178,0.14333047070777108
8,179,0.11950163932936538
8,180,0.4072895547651184
8,181,0.19594246462961679
8,182,0.14997244439287363
8,184,0.21841853828754204
8,185,0.31905785415653837
8,186,0.3160941165817186
8,187,0.12849547739978492
8,188,0.33141550820211474
8,189,0.5967694936483847
8,190,0.17139098147944226
8,191,0.11537364584138592
8,192,0.4854341161713693
8,193,0.2305098865947823
8,194,0.408833155877031
8,195,0.19853189497006077
8,196,0.15806833043728694
9,11,0.1178382984944992
9,12,0.3119784305320762
9,14,0.13825101874727622
9,19,0.131316503044886
9,20,0.21587501439762113
9,21,0.10383077503673967
9,22,0.14432141161299855
9,24,0.12594121393927124
9,27,0.13854131441089737
9,30,0.302372759135679
9,31,0.14779731141871158
9,32,0.15023387000051058
9,36,0.15478348472146078
9,37,0.3658352843510943
9,38,0.18583252654817026
9,39,0.12744252248731014
9,41,0.24330316549403103
9,44,0.2236532962042597
9,47,0.3752833606900383
9,49,0.20024197320414514
9,51,0.30755889640316497
9,54,0.2098190953295227
9,56,0.20809244842221258
9,59,0.26094179761684855
9,61,0.18714245339324634
9,63,0.11366865033018123
9,64,0.13200000073162285
9,67,0.3379382269516715
9,69,0.11933973579891317
9,70,0.5177641643953991
9,71,0.32277128347749434
9,72,0.38691951211506903
9,73,0.12263685586541345
9,75,0.2600720610811206
9,76,0.2759343664545734
9,78,0.18042571563302043
9,80,0.5145681905220998
9,81,0.18268754064793075
9,82,0.11105922703555972
9,85,0.11625665107648192
9,89,0.3929701943208757
9,92,0.12974679091803043
9,93,0.2936097211253398
9,97,0.3493317159404385
9,98,0.15630273623405974
9,99,0.3855183639940327
9,102,0.28055362097176717
9,104,0.12971726286911314
9,105,0.4993310799494305
9,107,0.32488941621847023
9,108,0.10861446217370908
